nombre;calle;numero;localidad;partido;provincia;codpostal;delegacion;sede;reunion;creacion;socios;vencim;barrio;f_inscripc;desde;hasta
MESA COORDINADORA DE JYP NAC DE FORTUNA;BELGRANO        ;S/Nº;FORTUNA;VICENTE DUPUY;19;6216;26;8;LU A VIE 8 A 12 HS;14-mar-87;50;03-may-06;;24-jun-98;31-oct-09;31-oct-13
C JYP MESA COORD DE NUEVA GALIA;PRINGLES;S/N;NUEVA GALIA;VICENTE DUPUY;19;6216;26;8;LUN. A VIE. 9 A 13 HS.;03-oct-89;70;13-nov-12;;04-jun-93;21-sep-12;21-sep-14
C JYP DE UNION;MAXIMO BARTHEL;S/N;UNION;VICENTE DUPUY;19;6216;26;2;LUN. A VIE. 8 A 12 HS.;20-Apr-92;70;23-Aug-12;;13-Apr-93;25-jul-12;25-jul-14
"CTRO. DE JYP (CE.JU.PE.) ""SEGUIR LA VIDA""";SAN MARTIN;S/N;CARPINTERIA;JUNIN;19;5883;26;2;LUN. A VIE. 8 A 12 HS.;06-nov-06;96;29-sep-11;;23-feb-07;28-Aug-11;28-Aug-14
C JYP AROMAS DEL ATARDECER DE CERRO DE ORO;CERRO DE ORO;S/Nº;CERRO DE ORO;JUNIN;19;5881;26;2;L A VIE 8 A 12HS;15-Apr-93;65;04-jun-13;;14-feb-94;10-Aug-12;10-Aug-14
C JYP NAC DE MERLO;FELIPE VARELA;128;MERLO;JUNIN;19;5881;26;2;LUN. A VIE. 8 A 12 HS.;22-nov-82;800;10-may-13;;21-jul-84;01-Apr-13;01-Apr-15
C JYP NACIONALES SANTA ROSA DE CONLARA;DORREGO;843;SANTA ROSA;JUNIN;19;5777;26;1;L A V 8/12;11-Dec-79;200;14-mar-12;;18-jul-84;25-feb-12;25-feb-14
ASOC DE JYP NAC DE BALDE;BALDE;S/N;BALDE;LA CAPITAL;19;5724;26;9;LUN. A VIE. 8 A 12 HS.;31-oct-93;30;19-Aug-08;;01-jul-94;17-may-08;17-may-10
C JYP NAC BEAZLEY;BEAZLEY;S/N;BEAZLEY;CAPITAL;19;5721;26;5;LUN. A VIE. 8 A 12 HS.;28-Apr-93;30;01-jun-12;;15-feb-94;21-sep-11;21-sep-13
CTRO. DE JYP FE Y ESPERANZA;N° 1;9084;SAN JERONIMO;CAPITAL;19;5719;26;5;S/ DATO;19-may-12;75;10-may-13;;10-may-13;19-may-12;19-may-14
CENTRO DE JYP NAC CIVILES DE SAN LUIS;PRINGLES;738;SAN LUIS;CAPITAL;19;5700;26;2;LUN A VIE DE 8 A 11 HS.-;21-Aug-47;1000;20-sep-12;;30-Apr-84;07-sep-12;07-sep-14
MESA COORD JYP NAC FILIAL SAN LUIS;SUCRE;1832;SAN LUIS;CAPITAL;19;5700;26;2;LUN. A VIE. 8 A 14 HS.;29-Aug-81;850;23-sep-11;;04-jul-84;22-jul-11;22-jul-13
CLUB DE ABUELOS;BALCARCE;755;SAN LUIS;CAPITAL;19;5700;26;2;LUN. A VIE. 16 A 20 HS.;20-Dec-84;250;16-oct-12;;05-oct-90;06-sep-12;06-sep-14
ASOC JYP NAC DE SAN LUIS;MAIPU ;832;SAN LUIS;CAPITAL;19;5700;26;2;L A V 8 /12 ;30-nov-90;800;16-jul-12;;20-mar-91;16-jun-12;16-jun-14
C JYP NAC ROSAS DE OTOÑO;BUENOS AIRES ;847;SAN LUIS;CAPITAL;19;5700;26;2;LU A VI 8 A 12 HS;09-sep-93;500;04-jun-12;;26-oct-93;10-Apr-12;10-Apr-14
FED SANLUISEÑA DE JYP NACIONALES;PRINGLES;738;SAN LUIS;CAPITAL;19;5700;26;2;S / DATO;17-oct-95;25;14-jul-09;;31-mar-97;15-may-09;15-sep-11
C JYP FERROVIARIOS DE SAN LUIS;TOMAS JOFRE Y FALUCHO;S/N;SAN LUIS;CAPITAL;19;5700;26;5;LUNES A VIE 16/20;08-may-93;150;27-jun-13;;29-may-97;01-jun-13;01-jun-15
CTRO DE JYP NAC DE JUANA KOSLAY;20 DE NOVIEMBRE ;1280;JUANA KOSLAY;CAPITAL;19;5700;26;8;L A V 8 / 12;19-jul-05;39;07-may-09;;07-oct-05;08-Apr-09;08-Apr-11
"CLUB DE LOS AMIGOS ""Luisa Victoria Soria de Adorno""";JUNIN;1441;SAN LUIS;CAPITAL;19;5700;26;1;L A V 16/20 ;13-jun-97;140;13-jun-07;;13-jun-06;28-Apr-12;28-Apr-14
ASOC CIVIL JYP U.N.S.L;BELGRANO;1131;SAN LUIS;CAPITAL;19;5700;26;5;;30-sep-02;160;12-Jan-09;;12-Jan-09;16-Dec-06;16-Dec-08
CENTRO DE JYP UNIDAD Y MOVIMIENTO;MODULO 6 MZNA. 28 CASA 2;S/N;CAPITAL;CAPITAL;19;5700;26;5;S/ DATO;07-nov-09;190;12-jun-12;LA PUNTA;12-feb-10;10-may-12;10-may-14
CENTRO DE JYP NACIONALES DE EL TRAPICHE;PASTEUR;S/N;CAPITAL;CAPITAL;19;5701;26;5;S/ DATO;13-nov-09;100;13-Dec-11;EL TRAPICHE;31-mar-10;13-nov-11;13-nov-13
CENTRO DE JYP DE JUANA KOSLAY SIEMPRE PRIMAVERA;MZNA. 28 CASA 33;S/N;JUANA KOSLAY;CAPITAL;19;5701;26;5;LU A VI 8/13;27-may-10;45;03-sep-10;Bº LOS EUCALIPTOS;03-sep-10;23-may-12;23-may-14
ASOC. DE DOCENTES JUBILADOS SANLUISEÑOS (ADOJUS);MENDOZA;688;SAN LUIS;CAPITAL;19;5700;26;5;L A V 9 A 13;23-sep-04;300;22-Apr-13;;22-feb-12;18-feb-13;18-feb-15
"CTRO. DE JYP NAC. DE SAN LUIS "" LA VIDA TIENE SENTIDO""";MZNA. H - CASA 15;S/N;SAN LUIS;LA CAPITAL;19;5700;26;5;S/ DATO;09-feb-13;37;03-oct-13;LIBERTAD;03-oct-13;09-feb-13;09-feb-15
ASOCIACION CIVIL CENTRO DE EX COMBATIENTES 2 DE ABRIL;BELGRANO ;326;SAN LUIS;LA CAPITAL;19;5700;26;1;L A V 8/12;02-Apr-93;75;29-sep-11;;07-jul-08;01-Aug-11;01-Aug-14
CLUB DE ABUELOS DE EL VOLCAN;RUTA 9 KM. 19;S/N;EL VOLCAN;CAPITAL;19;5701;26;5;S/ DATO;16-jul-12;120;13-Aug-12;;13-Aug-12;29-mar-12;29-mar-14
CTRO MESA COORDINADORA DE JYP NAC FRAGA;25 de mayo;18;FRAGA;PRINGLES;19;5736;26;2;L A V 8 A 12 HS;02-mar-93;70;20-Aug-13;;14-sep-98;29-jun-13;26-sep-15
MESA COORD JYP NAC FILIAL LA TOMA;VALENTIN VALDEON;1078;LA TOMA;PRINGLES;19;5750;26;2;LUN. A VIE. 8 A 13 HS.;27-oct-79;400;23-nov-09;;19-oct-84;18-Dec-11;18-Dec-13
C JYP NAC DE SALADILLO;SAN MARTIN S/Nø;;SALADILLO;PRINGLES;19;5701;26;5;L A V 9 / 12;10-mar-93;29;31-Dec-01;;01-jun-93;19-feb-11;19-feb-13
C JYP NAC DE LA VERTIENTE;LA VERTIENTE S/Nø;;LA VERTIENTE;SAN MARTIN;19;5757;26;0;L A V 8/12 ;12-mar-95;60;09-nov-12;;30-Jan-96;12-Aug-11;12-Aug-13
CENTRO DE JYP SAN JOSE DE PASO GRANDE;URUGUAY;S/N;PASO GRANDE;SAN MARTIN;19;5753;26;5;LU A VIE 9/13;21-Jan-08;80;16-oct-08;;16-oct-08;28-Aug-11;28-Aug-14
C JYP NAC SAN MARTIN;PRINGLES;S/N;SAN MARTIN;SAN MARTIN;19;5755;26;2;LU A VI 8 A 12 HS;01-jul-92;150;23-oct-07;;30-oct-92;07-Jan-11;07-Jan-14
C JYP DE VIEDMA;BELGRANO;1561;VIEDMA;ALSINA;16;8500;27;2;MENSUAL;28-sep-84;72;06-Apr-10;;30-Apr-84;30-may-12;29-may-14
ASOCIACION DE JYP DEL PAMI DE VIEDMA Y SU ZONA DE INFLUENCIA (JUPAVI);GALLARDO;577;VIEDMA;VIEDMA;16;8500;27;2;MENSUAL;24-jun-02;125;26-nov-11;;15-jun-04;20-Apr-11;19-Apr-15
CASA DEL JUBILADO RIONEGRINO;PUEYRREDON;621;VIEDMA;ADOLFO ALSINA;16;8500;27;0;L A V 9 -12.30;19-mar-96;4141;09-Aug-12;;12-jun-08;19-nov-11;18-nov-13
C JYP DE CORONEL BELISLE;AV. CORONEL BELISLE;S/N;CORONEL BELISLE;AVELLANEDA;16;8368;27;2;LUN. A VIE. 8:30/10:30 HS;23-Apr-94;72;11-jul-13;;25-Apr-95;20-oct-12;19-oct-14
C JYP DEL VALLE MEDIO;REPUB ARGENTINA;18;CHOELE CHOEL;AVELLANEDA;16;8360;27;2;LUNES A VIERNES 14 A  16;06-mar-82;353;16-oct-12;;16-jul-84;18-Aug-12;17-Aug-14
CENTRO DE JYP DE CHIMPAY;LOS COPIHUES;188;CHIMPAY;AVELLANEDA;16;8364;27;2;MENSUAL;29-nov-91;144;14-may-13;;01-Apr-92;28-nov-12;27-nov-14
C DE JUB HEBRAS DE PLATA;RICARDO ROJAS;;CHOELE CHOELE;RIO NEGRO;16;8360;27;9;MENSUAL;17-jul-96;57;26-Apr-13;;23-Jan-97;25-nov-11;24-nov-13
C JPYR DARWIN;TRAMONTI;1;DARWIN;AVELLANEDA;16;8863;27;2;MENSUAL;24-mar-88;98;31-jul-07;;16-oct-90;25-nov-09;24-nov-11
C JYP DE LAMARQUE;INDEPENDENCIA;840;LAMARQUE;AVELLANEDA;16;8373;27;0;MENSUALES;14-mar-87;180;09-nov-12;;12-Apr-88;29-may-11;29-may-13
C JYP DE LUIS BELTRAN;AV. SAN MARTIN;286;LUIS BELTRAN;AVELLANEDA;16;8364;27;2;MENSUAL ;12-nov-83;159;06-sep-12;;08-oct-84;10-Aug-12;09-Aug-14
C JYP PASO PEÑALVA;AV. JULIO A. ROCA;490;POMONA;AVELLANEDA;16;8367;27;1;SEMANAL;25-feb-93;86;08-Dec-12;;24-mar-93;09-Jan-12;08-Jan-14
C JYP DE SAN CARLOS DE BARILOCHE;JOHN O CONNOR ;876;BARILOCHE;BARILOCHE;16;8400;27;2;MENSUAL;30-jun-82;735;23-may-13;;16-jul-84;23-feb-13;23-feb-15
C JYP DE EL BOLSON;PERITO MORENO;544;EL BOLSON;BARILOCHE;16;8430;27;2;MENSUAL;31-oct-82;250;04-oct-12;;16-jul-84;16-jun-12;15-jun-14
C JYP 22 DE JULIO;MANGE;1047;BARILOCHE;BARILOCHE;16;8500;27;5;LUN. A VIE. 9 A 16 HS.;22-jul-97;335;26-nov-11;;20-Apr-98;23-sep-11;22-sep-13
ASOCIACIÓN CENTRO DE JUBILADOS Y PENSIONADOS AMANCAY;5;761;SAN CARLOS DE BARILOCHE;BARILOCHE;16;8400;27;5;MENSUAL;26-jul-03;70;23-mar-10;;17-jun-04;10-Dec-11;09-Dec-13
ASOCIACION CIVIL CENTRO DE JYP PIN - HUE;LOS COLIHUES;686;BARILOCHE;SAN CARLOS DE BARILOCHE;16;8400;27;8;S / DATO;02-mar-07;66;09-Jan-13;;03-jul-08;10-sep-10;09-sep-12
ASOCIACION CIVIL CENTRO DE ABUELOS EL PINAR;GIAQUINO;3234;SAN CARLOS DE BARILOCHE; BARILOCHE;16;8400;27;5;S / DATO;28-Aug-07;57;17-jul-08;;17-jul-08;02-mar-10;01-mar-12
ASOCIACION CIVIL CENTRO DE JYP ROSA MOSQUETA;CASA 22;S/N;SAN CARLOS DE BARILOCHE;BARILOCHE;16;8400;27;5;S / DATO;04-nov-05;75;01-Dec-09;BURILOCHE 1;18-jul-08;26-feb-11;25-feb-13
 ASOCIACION DE ABUELOS LA PALOMA ;ARRAYANES;715;SAN CARLOS DE BARILOCHE; BARILOCHE;16;8400;27;2;MENSUAL;28-Apr-01;38;26-jul-12;;18-jul-08;28-feb-12;27-feb-14
ASOCIACION CIVIL CENTRO DE ABUELOS LA ESPERANZA;CACIQUE CHOCORI;4336;SAN CARLOS DE BARILOCHE;BARILOCHE;16;8400;27;5;MENSUAL;19-mar-08;31;09-Aug-12;EL FRUTILLAR;02-feb-09;17-Apr-12;16-Apr-14
ASOCIACION CIVIL CENTRO DE ABUELOS EL AMANECER;RUTA Nª 40;S/N;BARILOCHE;BARILOCHE;16;8400;27;5;S/ DATO;23-mar-09;30;16-Apr-13;;27-may-10;08-nov-12;07-nov-14
ASOC. CIVIL CTRO. DE ABUELOS DE LA TERCERA JUVENTUD CUMBRES NEVADAS;PJE. GUTIERREZ;165;BARILOCHE;SAN CARLOS DE BARILOCHE;16;8400;27;5;S/ DATO;14-nov-09;37;25-oct-11;;25-oct-11;07-Apr-11;31-Dec-12
ASOC. CIVIL CTRO. DE ABUELOS ALLUM QUILLEN;CHIQUINILLEN;4672;BARILOCHE;SAN CARLOS DE BARILOCHE;16;8400;27;1;S/ DATO;19-feb-07;44;03-feb-12;;03-feb-12;20-jun-11;20-jun-13
FEDERACION REGIONAL ANDINA DE CTROS. DE JYP;PINTORES ARGENTINOS;40;SAN CARLOS DE BARILOCHE;BARILOCHE;16;8400;27;0;S/ DATO;15-jul-11;20;26-jun-12;;26-jun-12;04-Apr-12;04-Apr-14
CENTRO DE JYP DEL CUY;ZONA URBANA;S/N°;EL CUY;EL CUY;16;8333;27;5;L A V 9-11;19-sep-97;81;09-Aug-12;;20-Jan-99;20-Apr-12;19-Apr-14
ASOCIACION CIVIL CTRO. DE JYP NUEVA ESPERANZA;COMUNITARIO;S/N;MENCUE;EL CUY;16;8417;27;0;S/ DATO;08-mar-08;83;16-jun-10;;14-jun-10;04-sep-09;03-sep-11
C JYP MARIANO RUIZ - GENERAL CONESA -;HIPOLITO IRIGOYEN ;472;GRAL. CONESA;V. ALSINA;16;8503;27;5;QUINCENAL;21-sep-84;120;03-Dec-12;;22-mar-85;21-sep-11;28-sep-13
C JYP DE ALLEN;ING. QUESNELL;77;ALLEN;GENERAL ROCA;16;8328;27;2;MENSUAL;20-Aug-81;300;19-mar-13;;16-jul-84;04-Jan-12;03-Jan-14
CENTRO DE JYP RAYITO DE SOL;LAGO MASCARDI;32;ALLEN;GENERAL ROCA;16;8416;27;2;MENSUAL;22-oct-93;225;10-Apr-12;;23-may-94;25-nov-09;24-nov-11
C JYP EVA DUARTE BANDA DEL MEDIO;DESIO SEVERINI S/Nø;471;BARDA DEL MEDIO;GENERAL ROCA;16;8305;27;2;MENSUAL;22-feb-93;67;28-nov-13;;14-sep-93;24-Aug-13;23-Aug-15
C JPYR DE CERVANTES;JULIO A. ROCA;476;CERVANTES;GENERAL ROCA;16;8326;27;0;MENSUAL;14-Dec-89;329;30-oct-09;;04-Apr-91;13-nov-11;13-Dec-13
C JYP DE CINCO SALTOS;SARMIENTO;346;CINCO SALTOS;GRAL ROCA;16;8303;27;2;MENSUALES;13-Dec-81;560;23-mar-10;;16-jul-84;20-nov-11;19-nov-13
C JUB LA ESPERANZA DE CINCO SALTOS;SANTIAGO DEL ESTERO ;1530;CINCO SALTOS;GENERAL ROCA;16;8303;27;2;MENSUAL;07-Jan-93;123;23-may-07;;09-mar-93;30-Apr-11;29-Apr-13
"ASOC. CIVIL CLUB DE ANCIANOS ""ÑI-RUCA""";PERITO MORENO Y CIPOLLETI;S/N;CINCO SALTOS;DTO GRAL ROCA;16;8303;27;9;;16-nov-06;100;16-mar-12;;03-Dec-08;04-feb-12;03-feb-14
CENTRO DE JYP DE CIPOLLETTI;URQUIZA;567;CIPOLLETTI;GENERAL ROCA;16;8324;27;2;MENSUAL;10-sep-81;300;23-may-13;;16-jul-84;23-mar-13;23-mar-14
C DE LA 3¦ EDAD HUANGUELEN - Bø ANAI MAPU -;VALCHETA;1548;CIPOLLETTI;GENERAL ROCA;16;8324;27;1;SEMANAL;10-nov-92;299;27-jun-12;;17-mar-93;28-feb-12;27-feb-14
C JYP RENACER DEL BARRIO DEL TRABAJO;SAAVEDRA;48;CIPOLLETTI;GENERAL ROCA;16;8324;27;1;MENSUAL;15-mar-93;350;24-Apr-12;;06-oct-93;26-Dec-11;25-Dec-13
C JYP HUMILDAD Y UNION;MANUEL ESTRADA;1535;CIPOLLETTI;GRL ROCA;16;8324;27;1;MENSUAL;15-Jan-96;192;04-jul-12;;03-oct-96;03-Apr-12;03-Apr-14
CENTRO DE JYP MADRE DE MISERICORDIA;GABRIELA MISTRAL;195;CIPOLLETTI;GENERAL ROCA;16;8324;27;9;MENSUAL;25-jul-97;185;09-oct-12;;27-Apr-98;31-mar-12;30-mar-14
ASOC C JYP S.T.I.H.M.P.R.A. DE LAS PCIAS R NEGRO Y NEUQUEN OSVALDO SOLIZ;MIGUEL MUÑOZ;635;CIPOLLETTI;GENERAL ROCA;16;8324;27;5;;15-jun-04;38;30-nov-07;;17-nov-04;30-nov-07;30-nov-09
ASOC. CIVIL QUIÑE NEHUEN;BRASIL;1475;CIPOLLETTI;GENERAL ROCA;16;8324;27;5;S/ DATO;10-jul-11;33;31-Jan-12;;31-Jan-12;10-jul-11;10-jul-13
ASOC. CIVIL CTRO. DE JYP CULTURAL DEL SUR;ALBERTI;135;CIPOLLETTI;GENERAL ROCA;16;8324;27;5;S/ DATO;15-jul-10;37;24-feb-12;;24-feb-12;15-jul-10;14-jul-12
ASOCIACION CIVIL RUBEN HECTOR LOPEZ;25 DE MAYO;152;CIPOLLETTI;GENERAL ROCA;16;8324;27;0;S/ SDATO;02-feb-11;33;26-jun-12;;26-jun-12;22-feb-11;22-feb-13
C JYP DE CATRIEL;AV LIBERTAD;29;CATRIEL;GRAL ROCA;16;8307;27;2;MENSUAL;19-nov-82;256;20-jul-02;;30-Apr-84;31-jul-08;31-jul-10
CENTRO DE JYP DE CONTRALMIRANTE CORDERO;GENERAL JULIO A. ROCA;147;CONTRALMIRANTE CORDERO;GENERAL ROCA;16;8301;27;2;MENSUALES;26-nov-90;69;26-nov-11;;04-Dec-91;20-may-11;19-may-13
CENTRO DE JUBILADOS EL PORTAL;ESTACION FERROVIARIA;S/N;CHICHINALES;GRAL. ROCA;16;8336;27;5;MENSUAL;10-jun-01;65;29-Jan-13;;10-sep-02;06-Dec-12;05-Dec-14
ASOC. CIVIL CTRO. DE JYP CHICHINALES NUESTRO PUEBLO;PROCERES ARGENTINOS;621;CHICHINALES;RIO NEGRO;16;8336;27;5;S/ DATO;18-sep-12;180;04-jul-13;;04-jul-13;18-sep-12;18-sep-14
C JRYP DE LA LOC DE GRAL ENRIQUE GODOY;RAMON OROSCO (CASA 8);8;GRAL GODOY;GENERAL ROCA;16;8336;27;5;MENSUAL;09-jun-90;171;24-Apr-12;;08-jul-91;03-Apr-12;02-Apr-14
C JYP DE GRAL FERNANDEZ ORO;CIPOLLETTI Y B. BLANCA;S/N;FERNANDEZ ORO;GENERAL ROCA;16;8324;27;2;MENSUAL;01-Aug-90;520;02-Dec-12;;05-sep-91;06-Jan-12;05-Jan-14
C JYP DE GENERAL ROCA;SAN MARTIN;1183;GENERAL ROCA;GENERAL ROCA;16;8332;27;2;MENSUAL;07-jun-84;2500;06-jun-13;;16-jul-84;16-Dec-12;15-Dec-14
C AMIGOS EN LA 3¦ EDAD CUMELEN - GRAL ROCA -;EE.UU. Y BUENOS AIRES;807;GENERAL ROCA;GENERAL ROCA;16;8332;27;2;DE LU A VIE 8/21 HS;01-Apr-91;350;26-jul-12;;30-oct-91;14-oct-11;13-oct-13
C JYP EL ZORZALITO;CORTADA LA PALOMA;2859;GENERAL ROCA;GENERAL ROCA;16;8332;27;2;MENSUAL;17-Dec-92;92;05-Dec-11;;19-feb-93;18-nov-11;17-nov-13
CENTRO DE JYP NUEVO AMANECER;TUCUMAN Y R. SAENZ PEÑA;235;GENERAL ROCA;GENERAL ROCA;16;8332;27;1;MENSUAL;15-Dec-92;120;20-Aug-13;;25-feb-93;14-jun-13;13-jun-15
CENTRO DE JYP CESAR CAMPOS DE JUAN JOSE GOMEZ;J.M. ROSAS Y BME. MITRE;5304;GENERAL ROCA;GENERAL ROCA;16;8332;27;2;MENSUAL;10-jul-94;45;24-Apr-12;;08-feb-96;04-Apr-12;04-Apr-14
FEDERACION DE JYP DE RIO NEGRO;BARTOLOME MITRE ;499;GENERAL ROCA;GENERAL ROCA;16;8332;27;9;MENSUAL ;28-Aug-95;70;14-Dec-10;;04-mar-96;07-Aug-10;06-Aug-12
C JYP MICHAY;CIPOLETTI;1040;GENERAL ROCA;GENERAL ROCA;16;8332;27;2;MENSUAL;14-Aug-96;207;19-oct-11;;03-jul-98;10-sep-11;09-sep-13
ASOCIACIÓN CENTRO DE JYP LOS PERALES;WINTER Y LIS DE LA TORRE,;;GRAL ROCA;GRAL ROCA;16;8332;27;5;MENSUAL;19-feb-03;110;15-mar-12;STEFENELLI;19-Jan-04;18-feb-12;18-feb-14
CENTRO DE JYP DE CHACRA MONTE INES TARIFEÑO ASOC. CIVIL;CHACRA ALPATACO MONTE;1645;GENERAL ROCA;GENERAL ROCA;16;8332;27;0;S/DATO;11-Apr-10;31;28-Apr-11;;28-Apr-11;27-Dec-10;26-Dec-12
CENTRO DE JYP LOS CAMINANTES ASOCIACION CIVIL;VIEDMA;218;GENERAL ROCA;GENERAL ROCA;16;8332;27;0;S/ DATO;03-mar-09;43;29-Apr-11;;29-Apr-11;23-mar-11;23-mar-13
CENTRO DE JYP PASO CORDOBA ASOC. CIVIL;S/ NOMBRE;S/N;PASO CORDOBA;GENERAL ROCA;16;8332;27;5;S/ DATO;15-oct-11;38;06-nov-12;;06-nov-12;15-oct-11;14-oct-13
C JYP DE INGENIERO HUERGO;SARMIENTO Y BROWN;S/N;INGENIERO HUERGO;GENERAL ROCA;16;8834;27;2;MENSUAL;01-Jan-84;170;06-may-13;;16-jul-84;18-Jan-13;17-Jan-15
C JYP DE MAINQUE;19; S/N;MAINQUE;GRAL ROCA;16;8327;27;5;MENSUAL;22-may-93;132;04-jul-12;;28-jun-93;27-Apr-12;27-Apr-14
C JYP DE VILLA REGINA;LISANDRO DE LA TORRE;790;VILLA REGINA;GENERAL ROCA;16;8534;27;2;MENSUAL;12-Aug-81;345;26-nov-11;;16-jul-84;06-oct-11;05-oct-13
C JYP REENCUENTRO;CORDOBA ;332;VILLA REGINA;GRAL ROCA;16;8336;27;2;MENSUAL;09-Dec-92;350;27-sep-11;;23-feb-93;21-Aug-13;20-Aug-15
C JYP DE VILLA MANZANO; DORREGO;67;CAMPO GRANDE;GENERAL ROCA;16;8304;27;2;LUN. MAR. VIE. 9 A 11 HS.;15-Aug-90;160;07-Jan-13;;14-nov-91;23-oct-12;23-oct-14
C JYP MINISTRO RAMOS MEXIA;11 DE SEPTIEMBRE  S/N;;RAMOS MEXIA;9 DE JULIO;16;8534;27;5;MENSUALES;24-Aug-96;33;23-mar-04;;07-Jan-97;26-nov-09;25-nov-11
C JYP SIERRA COLORADA;MARTIN ALBERDI Y PUIG;S/N;SIERRA COLORADA;9 DE JULIO;16;8534;27;9;MENSUAL;15-Dec-93;73;11-sep-07;;08-feb-96;28-sep-09;27-sep-11
C JYP DE RIO COLORADO;BELGRANO ;344;RIO COLORADO;PICHI MAHUID;16;8138;27;2;QUINCENAL;11-mar-78;419;09-Jan-09;;02-Apr-87;25-mar-11;24-mar-13
CENTRO DE JYP DE COMALLO;BELGRANO;181;COMALLO;PILCANIYEU;16;8416;27;9;MENSUAL;14-Apr-93;87;18-Jan-13;;17-jun-93;08-nov-12;07-nov-14
C JUB DE PILCANIYEU;RUTA 23;S/N;PILCANIYEU;PILCANIYEU;16;8412;27;9;MENSUAL;10-nov-90;62;31-Aug-09;;04-Apr-91;11-Aug-09;10-Aug-10
ASOCIACION CIVIL CTRO. DE JYP EL RINCON DE LOS ABUELOS;JAMAICA;245;DINA HUAPI;PILCANIYEU;16;8402;27;5;S/ DATO;02-Apr-10;122;10-Jan-13;;14-feb-11;19-oct-12;18-oct-14
C JYP DE SAN ANTONIO OESTE;PELLEGRINI ESQ MITRE;S/N;SAN ANTONIO OESTE;SAN ANTONIO;16;8520;27;2;MENSUAL;11-oct-80;224;08-mar-12;;30-sep-84;11-Dec-11;10-nov-13
C JYP DE SIERRA GRANDE;BAHIA BLANCA;380;SIERRA GRANDE;SAN ANTONIO;16;8532;27;2;MENSUAL;27-oct-85;620;23-jul-10;;12-jun-85;29-sep-12;28-sep-14
CENTRO DE JYP LAS GRUTAS ASOCIACION CIVIL;CIPOLLETTI;418;LAS GRUTAS;SAN ANTONIO;16;8512;27;8;S/ DATO;08-nov-07;50;27-Aug-10;;08-jun-10;10-mar-10;09-mar-12
C JYP VALCHETA;VICENTE LOPEZ Y PAGANO;S/N;VALCHETA;VALCHETA;16;8536;27;2;LUNES A VIERNES;07-Apr-90;260;09-Jan-13;;04-Apr-91;30-oct-12;29-oct-14
C JYP DE INGENIERO JACOBACCI;LIBERTAD;235;ING JACOBACCI;25 DE MAYO;16;8418;27;2;MENSUALES;09-Aug-90;192;14-may-13;;20-nov-91;11-nov-12;10-nov-14
C JPYR DE LOS MENUCOS;BUENOS AIRES Y LA RIOJA;S/N;LOS MENUCOS;25 DE MAYO;16;8424;27;2;LU A VIE 8 A 13;12-jul-91;179;20-Aug-13;;10-mar-92;27-may-13;26-may-15
C JYP DE MAQUINCHAO;INDEPENDENCIA;407;MAQUINCHAO;25 DE MAYO;16;8422;27;2;MENSUAL;01-sep-91;120;21-feb-11;;17-feb-92;07-oct-10;06-oct-12
ASOC. CENTRO DE JYP. COMANDANTE LUIS PIEDRA BUENA;SIMON BOLIVAR;381;LUIS PIEDRA BUENA;CORPEN AIKE;20;9303;28;2;S/DATOS.-;01-nov-86;120;19-nov-12;;27-feb-98;25-Aug-12;25-Aug-14
ASOC C JYP NUEVO AMANECER;SAN MARTIN;610;COMANDANTE LUIS PIEDRABUENA;CORPEN AIKE;20;9303;28;1;LUN. A VIE. 14 A 16 HS.;29-oct-99;32;13-oct-09;;23-sep-99;13-oct-09;13-oct-11
ASOC CENTRO JYP DE PUERTO SANTA CRUZ;ROCA;345;PTO STA CRUZ;CORPEN AIKE;20;9300;28;2;LU A VIE 11/12;17-may-89;300;09-may-12;;04-nov-91;09-jul-11;09-jul-13
CENTRO DE JPYR DE YPF CALETA OLIVIA;DEOCARETS;484;CALETA OLIVIA;DESEADO;20;9011;28;2;LUN A VIE 8 A 12 HS.;24-Jan-70;150;07-jun-12;;30-Apr-84;16-mar-12;16-mar-14
CENTRO DE JYP NACIONALES MARI MARI DE CALETA OLIVIA;TIERRA DEL FUEGO ;3165;CALETA OLIVIA;DESEADO;20;9011;28;2;LUN A VIE 8/15  17/20 HS;09-jul-86;450;18-jul-12;;12-may-89;31-may-12;31-may-14
C JP Y RET NACIONALES DE YPF ADHERIDOS AL SUPE;J NEWBERY Y J M DE ROSAS;S/N°;CALETA OLIVIA;DESEADO;20;9011;28;2;LUN. A VIE. 9 A 13 HS.;16-jul-97;420;18-jul-12;;22-Jan-98;01-Apr-12;01-Apr-14
CTRO. DE JYP. A.T.E. CALETA OLIVIA;INTENDENTE SALABERRY;779;CALETA OLIVIA;PUERTO DESEADO;20;9011;28;0;LUN. A VIE. 9 A 12 HS.;15-jul-02;170;07-nov-11;;16-Dec-03;06-nov-11;15-nov-15
ASOC. DE JUB. PETROLEROS JERARQUICOS Y PRIVADOS (A.J.P.J.P.);SAN MARTIN;181;CALETA OLIVIA;DESEADO;20;9011;28;0;S/ DATO;29-sep-11;62;01-nov-12;;01-nov-12;29-sep-11;29-sep-13
CENTRO DE JYP LAS HERAS;SIMON BOLIVAR Y MORENO;115;LAS HERAS;PUERTO DESEADO;20;9400;28;2;LU A VIE 15 A 17 ;18-oct-82;360;27-Aug-13;;16-Dec-86;25-Apr-13;25-Apr-15
